student_ID,title_ID,total_submissions,correct_submissions,correct_rate,is_perfect,has_correct
0107f72b66cbd1a0926d,Question_X3wF8QlTyi4mZkDp9Kae,2,1,0.5,False,True
0107f72b66cbd1a0926d,Question_YWXHr4G6Cl7bEm9iF2kQ,2,1,0.5,False,True
0107f72b66cbd1a0926d,Question_ZTbD7mxr2OUp8Fz6iNjy,1,1,1.0,True,True
0107f72b66cbd1a0926d,Question_bumGRTJ0c8p4v5D6eHZa,1,1,1.0,True,True
0107f72b66cbd1a0926d,Question_fZrP3FJ4ebUogW9V7taS,10,1,0.1,False,True
0107f72b66cbd1a0926d,Question_h7pXNg80nJbw1C4kAPRm,8,1,0.125,False,True
0107f72b66cbd1a0926d,Question_hZ5wXofebmTlzKB1jNcP,1,1,1.0,True,True
0107f72b66cbd1a0926d,Question_lU2wvHSZq7m43xiVroBc,7,1,0.14285714285714285,False,True
0107f72b66cbd1a0926d,Question_n2BTxIGw1Mc3Zo6RLdUe,1,1,1.0,True,True
0107f72b66cbd1a0926d,Question_oCjnFLbIs4Uxwek9rBpu,2,1,0.5,False,True
0107f72b66cbd1a0926d,Question_pVKXjZn0BkSwYcsa7C31,3,1,0.3333333333333333,False,True
0107f72b66cbd1a0926d,Question_q7OpB2zCMmW9wS8uNt3H,4,1,0.25,False,True
0107f72b66cbd1a0926d,Question_rvB9mVE6Kbd8jAY4NwPx,1,1,1.0,True,True
0107f72b66cbd1a0926d,Question_s6VmP1G4UbEQWRYHK9Fd,7,1,0.14285714285714285,False,True
0107f72b66cbd1a0926d,Question_tgOjrpZLw4RdVzQx85h6,1,1,1.0,True,True
0107f72b66cbd1a0926d,Question_x2Fy7rZ3SwYl9jMQkpOD,3,1,0.3333333333333333,False,True
0107f72b66cbd1a0926d,Question_x2L7AqbMuTjCwPFy6vNr,1,1,1.0,True,True
0107f72b66cbd1a0926d,Question_xqlJkmRaP0otZcX4fK3W,3,1,0.3333333333333333,False,True
011d454f199c123d44ad,Question_3MwAFlmNO8EKrpY5zjUd,11,1,0.09090909090909091,False,True
011d454f199c123d44ad,Question_3oPyUzDmQtcMfLpGZ0jW,8,1,0.125,False,True
011d454f199c123d44ad,Question_4nHcauCQ0Y6Pm8DgKlLo,11,1,0.09090909090909091,False,True
011d454f199c123d44ad,Question_5fgqjSBwTPG7KUV3it6O,7,1,0.14285714285714285,False,True
011d454f199c123d44ad,Question_62XbhBvJ8NUSnApgDL94,2,1,0.5,False,True
011d454f199c123d44ad,Question_6RQj2gF3OeK5AmDvThUV,16,1,0.0625,False,True
011d454f199c123d44ad,Question_7NJzCXUPcvQF4Mkfh9Wr,1,1,1.0,True,True
011d454f199c123d44ad,Question_Az73sM0rHfWVKuc4X2kL,3,1,0.3333333333333333,False,True
011d454f199c123d44ad,Question_BW0ItEaymH3TkD6S15JF,4,1,0.25,False,True
011d454f199c123d44ad,Question_EhVPdmlB31M8WKGqL0wc,3,1,0.3333333333333333,False,True
011d454f199c123d44ad,Question_Ej5mBw9rsOUKkFycGvz2,1,1,1.0,True,True
011d454f199c123d44ad,Question_FNg8X9v5zcbB1tQrxHR3,4,1,0.25,False,True
011d454f199c123d44ad,Question_Jr4Wz5jLqmN01KUwHa7g,26,1,0.038461538461538464,False,True
011d454f199c123d44ad,Question_Mh4CZIsrEfxkP1wXtOYV,4,1,0.25,False,True
011d454f199c123d44ad,Question_NixCn84GdK2tySa5rB1V,5,1,0.2,False,True
011d454f199c123d44ad,Question_Ou3f2Wt9BqExm5DpN7Zk,7,1,0.14285714285714285,False,True
011d454f199c123d44ad,Question_QRm48lXxzdP7Tn1WgNOf,2,1,0.5,False,True
011d454f199c123d44ad,Question_TmKaGvfNoXYq4FZ2JrBu,2,1,0.5,False,True
011d454f199c123d44ad,Question_UXqN1F7G3Sbldz02vZne,1,1,1.0,True,True
011d454f199c123d44ad,Question_VgKw8PjY1FR6cm2QI9XW,1,1,1.0,True,True
011d454f199c123d44ad,Question_X3wF8QlTyi4mZkDp9Kae,1,1,1.0,True,True
011d454f199c123d44ad,Question_YWXHr4G6Cl7bEm9iF2kQ,3,1,0.3333333333333333,False,True
011d454f199c123d44ad,Question_ZTbD7mxr2OUp8Fz6iNjy,8,2,0.25,False,True
011d454f199c123d44ad,Question_bumGRTJ0c8p4v5D6eHZa,3,1,0.3333333333333333,False,True
011d454f199c123d44ad,Question_fZrP3FJ4ebUogW9V7taS,3,1,0.3333333333333333,False,True
011d454f199c123d44ad,Question_h7pXNg80nJbw1C4kAPRm,6,1,0.16666666666666666,False,True
011d454f199c123d44ad,Question_hZ5wXofebmTlzKB1jNcP,2,1,0.5,False,True
011d454f199c123d44ad,Question_lU2wvHSZq7m43xiVroBc,1,1,1.0,True,True
011d454f199c123d44ad,Question_n2BTxIGw1Mc3Zo6RLdUe,7,1,0.14285714285714285,False,True
011d454f199c123d44ad,Question_oCjnFLbIs4Uxwek9rBpu,1,1,1.0,True,True
011d454f199c123d44ad,Question_pVKXjZn0BkSwYcsa7C31,2,1,0.5,False,True
011d454f199c123d44ad,Question_q7OpB2zCMmW9wS8uNt3H,3,1,0.3333333333333333,False,True
011d454f199c123d44ad,Question_rvB9mVE6Kbd8jAY4NwPx,1,1,1.0,True,True
011d454f199c123d44ad,Question_s6VmP1G4UbEQWRYHK9Fd,3,1,0.3333333333333333,False,True
011d454f199c123d44ad,Question_tgOjrpZLw4RdVzQx85h6,5,1,0.2,False,True
011d454f199c123d44ad,Question_x2Fy7rZ3SwYl9jMQkpOD,7,1,0.14285714285714285,False,True
011d454f199c123d44ad,Question_x2L7AqbMuTjCwPFy6vNr,17,2,0.11764705882352941,False,True
011d454f199c123d44ad,Question_xqlJkmRaP0otZcX4fK3W,12,1,0.08333333333333333,False,True
01558eef77a8d39b7103,Question_3MwAFlmNO8EKrpY5zjUd,19,1,0.05263157894736842,False,True
01558eef77a8d39b7103,Question_3oPyUzDmQtcMfLpGZ0jW,1,1,1.0,True,True
01558eef77a8d39b7103,Question_4nHcauCQ0Y6Pm8DgKlLo,2,1,0.5,False,True
01558eef77a8d39b7103,Question_5fgqjSBwTPG7KUV3it6O,6,1,0.16666666666666666,False,True
01558eef77a8d39b7103,Question_62XbhBvJ8NUSnApgDL94,1,1,1.0,True,True
01558eef77a8d39b7103,Question_6RQj2gF3OeK5AmDvThUV,1,1,1.0,True,True
01558eef77a8d39b7103,Question_7NJzCXUPcvQF4Mkfh9Wr,1,1,1.0,True,True
01558eef77a8d39b7103,Question_Az73sM0rHfWVKuc4X2kL,6,1,0.16666666666666666,False,True
01558eef77a8d39b7103,Question_BW0ItEaymH3TkD6S15JF,1,1,1.0,True,True
01558eef77a8d39b7103,Question_EhVPdmlB31M8WKGqL0wc,1,1,1.0,True,True
01558eef77a8d39b7103,Question_Ej5mBw9rsOUKkFycGvz2,2,1,0.5,False,True
01558eef77a8d39b7103,Question_FNg8X9v5zcbB1tQrxHR3,1,1,1.0,True,True
01558eef77a8d39b7103,Question_Jr4Wz5jLqmN01KUwHa7g,17,1,0.058823529411764705,False,True
01558eef77a8d39b7103,Question_Mh4CZIsrEfxkP1wXtOYV,4,1,0.25,False,True
01558eef77a8d39b7103,Question_NixCn84GdK2tySa5rB1V,1,1,1.0,True,True
01558eef77a8d39b7103,Question_Ou3f2Wt9BqExm5DpN7Zk,1,1,1.0,True,True
01558eef77a8d39b7103,Question_QRm48lXxzdP7Tn1WgNOf,13,2,0.15384615384615385,False,True
01558eef77a8d39b7103,Question_TmKaGvfNoXYq4FZ2JrBu,5,1,0.2,False,True
01558eef77a8d39b7103,Question_UXqN1F7G3Sbldz02vZne,1,1,1.0,True,True
01558eef77a8d39b7103,Question_VgKw8PjY1FR6cm2QI9XW,4,1,0.25,False,True
01558eef77a8d39b7103,Question_X3wF8QlTyi4mZkDp9Kae,1,1,1.0,True,True
01558eef77a8d39b7103,Question_YWXHr4G6Cl7bEm9iF2kQ,3,1,0.3333333333333333,False,True
01558eef77a8d39b7103,Question_ZTbD7mxr2OUp8Fz6iNjy,1,1,1.0,True,True
01558eef77a8d39b7103,Question_bumGRTJ0c8p4v5D6eHZa,4,1,0.25,False,True
01558eef77a8d39b7103,Question_fZrP3FJ4ebUogW9V7taS,8,1,0.125,False,True
01558eef77a8d39b7103,Question_h7pXNg80nJbw1C4kAPRm,1,1,1.0,True,True
01558eef77a8d39b7103,Question_hZ5wXofebmTlzKB1jNcP,1,1,1.0,True,True
01558eef77a8d39b7103,Question_lU2wvHSZq7m43xiVroBc,9,1,0.1111111111111111,False,True
01558eef77a8d39b7103,Question_n2BTxIGw1Mc3Zo6RLdUe,2,1,0.5,False,True
01558eef77a8d39b7103,Question_oCjnFLbIs4Uxwek9rBpu,3,1,0.3333333333333333,False,True
01558eef77a8d39b7103,Question_pVKXjZn0BkSwYcsa7C31,4,1,0.25,False,True
01558eef77a8d39b7103,Question_q7OpB2zCMmW9wS8uNt3H,9,2,0.2222222222222222,False,True
01558eef77a8d39b7103,Question_rvB9mVE6Kbd8jAY4NwPx,2,2,1.0,True,True
01558eef77a8d39b7103,Question_s6VmP1G4UbEQWRYHK9Fd,3,1,0.3333333333333333,False,True
01558eef77a8d39b7103,Question_tgOjrpZLw4RdVzQx85h6,1,1,1.0,True,True
01558eef77a8d39b7103,Question_x2Fy7rZ3SwYl9jMQkpOD,1,1,1.0,True,True
01558eef77a8d39b7103,Question_x2L7AqbMuTjCwPFy6vNr,3,1,0.3333333333333333,False,True
01558eef77a8d39b7103,Question_xqlJkmRaP0otZcX4fK3W,1,1,1.0,True,True
016226278e6a69e10aa4,Question_3MwAFlmNO8EKrpY5zjUd,14,1,0.07142857142857142,False,True
016226278e6a69e10aa4,Question_3oPyUzDmQtcMfLpGZ0jW,23,1,0.043478260869565216,False,True
016226278e6a69e10aa4,Question_4nHcauCQ0Y6Pm8DgKlLo,1,1,1.0,True,True
016226278e6a69e10aa4,Question_5fgqjSBwTPG7KUV3it6O,10,1,0.1,False,True
016226278e6a69e10aa4,Question_62XbhBvJ8NUSnApgDL94,3,1,0.3333333333333333,False,True
016226278e6a69e10aa4,Question_6RQj2gF3OeK5AmDvThUV,9,1,0.1111111111111111,False,True
016226278e6a69e10aa4,Question_7NJzCXUPcvQF4Mkfh9Wr,1,1,1.0,True,True
016226278e6a69e10aa4,Question_Az73sM0rHfWVKuc4X2kL,15,1,0.06666666666666667,False,True
016226278e6a69e10aa4,Question_BW0ItEaymH3TkD6S15JF,6,1,0.16666666666666666,False,True
016226278e6a69e10aa4,Question_EhVPdmlB31M8WKGqL0wc,2,1,0.5,False,True
016226278e6a69e10aa4,Question_Ej5mBw9rsOUKkFycGvz2,7,2,0.2857142857142857,False,True
016226278e6a69e10aa4,Question_FNg8X9v5zcbB1tQrxHR3,1,1,1.0,True,True
016226278e6a69e10aa4,Question_Jr4Wz5jLqmN01KUwHa7g,2,1,0.5,False,True
016226278e6a69e10aa4,Question_Mh4CZIsrEfxkP1wXtOYV,1,1,1.0,True,True
016226278e6a69e10aa4,Question_NixCn84GdK2tySa5rB1V,1,1,1.0,True,True
016226278e6a69e10aa4,Question_Ou3f2Wt9BqExm5DpN7Zk,4,1,0.25,False,True
016226278e6a69e10aa4,Question_QRm48lXxzdP7Tn1WgNOf,5,2,0.4,False,True
016226278e6a69e10aa4,Question_TmKaGvfNoXYq4FZ2JrBu,1,1,1.0,True,True
016226278e6a69e10aa4,Question_UXqN1F7G3Sbldz02vZne,4,1,0.25,False,True
016226278e6a69e10aa4,Question_VgKw8PjY1FR6cm2QI9XW,7,1,0.14285714285714285,False,True
016226278e6a69e10aa4,Question_X3wF8QlTyi4mZkDp9Kae,6,1,0.16666666666666666,False,True
016226278e6a69e10aa4,Question_YWXHr4G6Cl7bEm9iF2kQ,3,1,0.3333333333333333,False,True
016226278e6a69e10aa4,Question_ZTbD7mxr2OUp8Fz6iNjy,1,1,1.0,True,True
016226278e6a69e10aa4,Question_bumGRTJ0c8p4v5D6eHZa,6,1,0.16666666666666666,False,True
016226278e6a69e10aa4,Question_fZrP3FJ4ebUogW9V7taS,24,1,0.041666666666666664,False,True
016226278e6a69e10aa4,Question_h7pXNg80nJbw1C4kAPRm,6,1,0.16666666666666666,False,True
016226278e6a69e10aa4,Question_hZ5wXofebmTlzKB1jNcP,3,1,0.3333333333333333,False,True
016226278e6a69e10aa4,Question_lU2wvHSZq7m43xiVroBc,16,1,0.0625,False,True
016226278e6a69e10aa4,Question_n2BTxIGw1Mc3Zo6RLdUe,6,1,0.16666666666666666,False,True
016226278e6a69e10aa4,Question_oCjnFLbIs4Uxwek9rBpu,8,1,0.125,False,True
016226278e6a69e10aa4,Question_pVKXjZn0BkSwYcsa7C31,4,1,0.25,False,True
016226278e6a69e10aa4,Question_q7OpB2zCMmW9wS8uNt3H,26,1,0.038461538461538464,False,True
016226278e6a69e10aa4,Question_rvB9mVE6Kbd8jAY4NwPx,3,1,0.3333333333333333,False,True
016226278e6a69e10aa4,Question_s6VmP1G4UbEQWRYHK9Fd,2,1,0.5,False,True
016226278e6a69e10aa4,Question_tgOjrpZLw4RdVzQx85h6,6,1,0.16666666666666666,False,True
016226278e6a69e10aa4,Question_x2Fy7rZ3SwYl9jMQkpOD,2,1,0.5,False,True
016226278e6a69e10aa4,Question_x2L7AqbMuTjCwPFy6vNr,13,1,0.07692307692307693,False,True
016226278e6a69e10aa4,Question_xqlJkmRaP0otZcX4fK3W,1,1,1.0,True,True
01a691413dc5897db83f,Question_3MwAFlmNO8EKrpY5zjUd,37,4,0.10810810810810811,False,True
01a691413dc5897db83f,Question_3oPyUzDmQtcMfLpGZ0jW,34,1,0.029411764705882353,False,True
01a691413dc5897db83f,Question_4nHcauCQ0Y6Pm8DgKlLo,11,1,0.09090909090909091,False,True
01a691413dc5897db83f,Question_5fgqjSBwTPG7KUV3it6O,9,1,0.1111111111111111,False,True
