student_ID,title_ID,min_student_memory,title_min_memory,title_max_memory,memory_efficiency,is_lowest_memory
00df647ee4bf7173642f,Question_Jr4Wz5jLqmN01KUwHa7g,356,184,640,0.6228070175438597,False
00df647ee4bf7173642f,Question_Mh4CZIsrEfxkP1wXtOYV,344,168,640,0.6271186440677966,False
00df647ee4bf7173642f,Question_NixCn84GdK2tySa5rB1V,376,184,712,0.6363636363636364,False
00df647ee4bf7173642f,Question_Ou3f2Wt9BqExm5DpN7Zk,344,184,640,0.6491228070175439,False
00df647ee4bf7173642f,Question_QRm48lXxzdP7Tn1WgNOf,448,180,728,0.5109489051094891,False
00df647ee4bf7173642f,Question_TmKaGvfNoXYq4FZ2JrBu,384,180,692,0.6015625,False
00df647ee4bf7173642f,Question_UXqN1F7G3Sbldz02vZne,356,180,8160,0.9779448621553885,False
00df647ee4bf7173642f,Question_VgKw8PjY1FR6cm2QI9XW,332,164,640,0.6470588235294118,False
00df647ee4bf7173642f,Question_X3wF8QlTyi4mZkDp9Kae,356,184,768,0.7054794520547946,False
00df647ee4bf7173642f,Question_YWXHr4G6Cl7bEm9iF2kQ,520,180,640,0.2608695652173913,False
00df647ee4bf7173642f,Question_ZTbD7mxr2OUp8Fz6iNjy,348,172,640,0.6239316239316239,False
00df647ee4bf7173642f,Question_bumGRTJ0c8p4v5D6eHZa,512,180,4424,0.9217719132893497,False
00df647ee4bf7173642f,Question_fZrP3FJ4ebUogW9V7taS,320,160,592,0.6296296296296297,False
00df647ee4bf7173642f,Question_h7pXNg80nJbw1C4kAPRm,340,188,640,0.6637168141592921,False
00df647ee4bf7173642f,Question_hZ5wXofebmTlzKB1jNcP,356,180,640,0.6173913043478261,False
00df647ee4bf7173642f,Question_lU2wvHSZq7m43xiVroBc,356,184,740,0.6906474820143885,False
00df647ee4bf7173642f,Question_n2BTxIGw1Mc3Zo6RLdUe,348,164,708,0.6617647058823529,False
00df647ee4bf7173642f,Question_oCjnFLbIs4Uxwek9rBpu,384,180,1980,0.8866666666666667,False
00df647ee4bf7173642f,Question_pVKXjZn0BkSwYcsa7C31,388,180,756,0.6388888888888888,False
00df647ee4bf7173642f,Question_q7OpB2zCMmW9wS8uNt3H,336,160,596,0.5963302752293578,False
00df647ee4bf7173642f,Question_rvB9mVE6Kbd8jAY4NwPx,324,160,640,0.6583333333333333,False
00df647ee4bf7173642f,Question_s6VmP1G4UbEQWRYHK9Fd,384,180,640,0.5565217391304348,False
00df647ee4bf7173642f,Question_tgOjrpZLw4RdVzQx85h6,452,168,604,0.3486238532110092,False
00df647ee4bf7173642f,Question_x2Fy7rZ3SwYl9jMQkpOD,388,184,768,0.6506849315068494,False
00df647ee4bf7173642f,Question_x2L7AqbMuTjCwPFy6vNr,328,180,640,0.6782608695652174,False
00df647ee4bf7173642f,Question_xqlJkmRaP0otZcX4fK3W,320,180,616,0.6788990825688074,False
0107f72b66cbd1a0926d,Question_3MwAFlmNO8EKrpY5zjUd,320,176,640,0.6896551724137931,False
0107f72b66cbd1a0926d,Question_3oPyUzDmQtcMfLpGZ0jW,184,176,824,0.9876543209876543,False
0107f72b66cbd1a0926d,Question_4nHcauCQ0Y6Pm8DgKlLo,200,184,640,0.9649122807017544,False
0107f72b66cbd1a0926d,Question_5fgqjSBwTPG7KUV3it6O,324,188,748,0.7571428571428571,False
0107f72b66cbd1a0926d,Question_62XbhBvJ8NUSnApgDL94,384,172,640,0.5470085470085471,False
0107f72b66cbd1a0926d,Question_6RQj2gF3OeK5AmDvThUV,320,188,696,0.7401574803149606,False
0107f72b66cbd1a0926d,Question_7NJzCXUPcvQF4Mkfh9Wr,344,180,896,0.770949720670391,False
0107f72b66cbd1a0926d,Question_Az73sM0rHfWVKuc4X2kL,344,184,704,0.6923076923076923,False
0107f72b66cbd1a0926d,Question_BW0ItEaymH3TkD6S15JF,188,164,640,0.9495798319327731,False
0107f72b66cbd1a0926d,Question_EhVPdmlB31M8WKGqL0wc,192,180,860,0.9823529411764705,False
0107f72b66cbd1a0926d,Question_Ej5mBw9rsOUKkFycGvz2,336,184,748,0.7304964539007093,False
0107f72b66cbd1a0926d,Question_FNg8X9v5zcbB1tQrxHR3,312,180,896,0.8156424581005587,False
0107f72b66cbd1a0926d,Question_Jr4Wz5jLqmN01KUwHa7g,372,184,640,0.5877192982456141,False
0107f72b66cbd1a0926d,Question_Mh4CZIsrEfxkP1wXtOYV,320,168,640,0.6779661016949152,False
0107f72b66cbd1a0926d,Question_NixCn84GdK2tySa5rB1V,316,184,712,0.75,False
0107f72b66cbd1a0926d,Question_Ou3f2Wt9BqExm5DpN7Zk,308,184,640,0.7280701754385965,False
0107f72b66cbd1a0926d,Question_QRm48lXxzdP7Tn1WgNOf,340,180,728,0.708029197080292,False
0107f72b66cbd1a0926d,Question_TmKaGvfNoXYq4FZ2JrBu,320,180,692,0.7265625,False
0107f72b66cbd1a0926d,Question_UXqN1F7G3Sbldz02vZne,320,180,8160,0.9824561403508771,False
0107f72b66cbd1a0926d,Question_VgKw8PjY1FR6cm2QI9XW,180,164,640,0.9663865546218487,False
0107f72b66cbd1a0926d,Question_X3wF8QlTyi4mZkDp9Kae,324,184,768,0.7602739726027398,False
0107f72b66cbd1a0926d,Question_YWXHr4G6Cl7bEm9iF2kQ,312,180,640,0.7130434782608696,False
0107f72b66cbd1a0926d,Question_ZTbD7mxr2OUp8Fz6iNjy,632,172,640,0.017094017094017096,False
0107f72b66cbd1a0926d,Question_bumGRTJ0c8p4v5D6eHZa,348,180,4424,0.9604147031102733,False
0107f72b66cbd1a0926d,Question_fZrP3FJ4ebUogW9V7taS,188,160,592,0.9351851851851852,False
0107f72b66cbd1a0926d,Question_h7pXNg80nJbw1C4kAPRm,196,188,640,0.9823008849557522,False
0107f72b66cbd1a0926d,Question_hZ5wXofebmTlzKB1jNcP,188,180,640,0.9826086956521739,False
0107f72b66cbd1a0926d,Question_lU2wvHSZq7m43xiVroBc,332,184,740,0.7338129496402878,False
0107f72b66cbd1a0926d,Question_n2BTxIGw1Mc3Zo6RLdUe,328,164,708,0.6985294117647058,False
0107f72b66cbd1a0926d,Question_oCjnFLbIs4Uxwek9rBpu,320,180,1980,0.9222222222222223,False
0107f72b66cbd1a0926d,Question_pVKXjZn0BkSwYcsa7C31,444,180,756,0.5416666666666666,False
0107f72b66cbd1a0926d,Question_q7OpB2zCMmW9wS8uNt3H,200,160,596,0.908256880733945,False
0107f72b66cbd1a0926d,Question_rvB9mVE6Kbd8jAY4NwPx,308,160,640,0.6916666666666667,False
0107f72b66cbd1a0926d,Question_s6VmP1G4UbEQWRYHK9Fd,188,180,640,0.9826086956521739,False
0107f72b66cbd1a0926d,Question_tgOjrpZLw4RdVzQx85h6,192,168,604,0.944954128440367,False
0107f72b66cbd1a0926d,Question_x2Fy7rZ3SwYl9jMQkpOD,344,184,768,0.726027397260274,False
0107f72b66cbd1a0926d,Question_x2L7AqbMuTjCwPFy6vNr,340,180,640,0.6521739130434783,False
0107f72b66cbd1a0926d,Question_xqlJkmRaP0otZcX4fK3W,312,180,616,0.6972477064220184,False
011d454f199c123d44ad,Question_3MwAFlmNO8EKrpY5zjUd,200,176,640,0.9482758620689655,False
011d454f199c123d44ad,Question_3oPyUzDmQtcMfLpGZ0jW,476,176,824,0.5370370370370371,False
011d454f199c123d44ad,Question_4nHcauCQ0Y6Pm8DgKlLo,328,184,640,0.6842105263157895,False
011d454f199c123d44ad,Question_5fgqjSBwTPG7KUV3it6O,328,188,748,0.75,False
011d454f199c123d44ad,Question_62XbhBvJ8NUSnApgDL94,312,172,640,0.7008547008547008,False
011d454f199c123d44ad,Question_6RQj2gF3OeK5AmDvThUV,348,188,696,0.6850393700787402,False
011d454f199c123d44ad,Question_7NJzCXUPcvQF4Mkfh9Wr,320,180,896,0.8044692737430168,False
011d454f199c123d44ad,Question_Az73sM0rHfWVKuc4X2kL,328,184,704,0.7230769230769231,False
011d454f199c123d44ad,Question_BW0ItEaymH3TkD6S15JF,476,164,640,0.3445378151260504,False
011d454f199c123d44ad,Question_EhVPdmlB31M8WKGqL0wc,384,180,860,0.7,False
011d454f199c123d44ad,Question_Ej5mBw9rsOUKkFycGvz2,328,184,748,0.7446808510638298,False
011d454f199c123d44ad,Question_FNg8X9v5zcbB1tQrxHR3,316,180,896,0.8100558659217877,False
011d454f199c123d44ad,Question_Jr4Wz5jLqmN01KUwHa7g,196,184,640,0.9736842105263158,False
011d454f199c123d44ad,Question_Mh4CZIsrEfxkP1wXtOYV,312,168,640,0.6949152542372882,False
011d454f199c123d44ad,Question_NixCn84GdK2tySa5rB1V,476,184,712,0.44696969696969696,False
011d454f199c123d44ad,Question_Ou3f2Wt9BqExm5DpN7Zk,476,184,640,0.35964912280701755,False
011d454f199c123d44ad,Question_QRm48lXxzdP7Tn1WgNOf,348,180,728,0.6934306569343066,False
011d454f199c123d44ad,Question_TmKaGvfNoXYq4FZ2JrBu,352,180,692,0.6640625,False
011d454f199c123d44ad,Question_UXqN1F7G3Sbldz02vZne,352,180,8160,0.9784461152882206,False
011d454f199c123d44ad,Question_VgKw8PjY1FR6cm2QI9XW,196,164,640,0.9327731092436975,False
011d454f199c123d44ad,Question_X3wF8QlTyi4mZkDp9Kae,472,184,768,0.5068493150684932,False
011d454f199c123d44ad,Question_YWXHr4G6Cl7bEm9iF2kQ,324,180,640,0.6869565217391305,False
011d454f199c123d44ad,Question_ZTbD7mxr2OUp8Fz6iNjy,200,172,640,0.9401709401709402,False
011d454f199c123d44ad,Question_bumGRTJ0c8p4v5D6eHZa,196,180,4424,0.9962299717247879,False
011d454f199c123d44ad,Question_fZrP3FJ4ebUogW9V7taS,196,160,592,0.9166666666666666,False
011d454f199c123d44ad,Question_h7pXNg80nJbw1C4kAPRm,340,188,640,0.6637168141592921,False
011d454f199c123d44ad,Question_hZ5wXofebmTlzKB1jNcP,312,180,640,0.7130434782608696,False
011d454f199c123d44ad,Question_lU2wvHSZq7m43xiVroBc,464,184,740,0.49640287769784175,False
011d454f199c123d44ad,Question_n2BTxIGw1Mc3Zo6RLdUe,196,164,708,0.9411764705882353,False
011d454f199c123d44ad,Question_oCjnFLbIs4Uxwek9rBpu,184,180,1980,0.9977777777777778,False
011d454f199c123d44ad,Question_pVKXjZn0BkSwYcsa7C31,320,180,756,0.7569444444444444,False
011d454f199c123d44ad,Question_q7OpB2zCMmW9wS8uNt3H,184,160,596,0.944954128440367,False
011d454f199c123d44ad,Question_rvB9mVE6Kbd8jAY4NwPx,316,160,640,0.675,False
011d454f199c123d44ad,Question_s6VmP1G4UbEQWRYHK9Fd,308,180,640,0.7217391304347827,False
011d454f199c123d44ad,Question_tgOjrpZLw4RdVzQx85h6,196,168,604,0.9357798165137615,False
011d454f199c123d44ad,Question_x2Fy7rZ3SwYl9jMQkpOD,332,184,768,0.7465753424657534,False
011d454f199c123d44ad,Question_x2L7AqbMuTjCwPFy6vNr,316,180,640,0.7043478260869566,False
011d454f199c123d44ad,Question_xqlJkmRaP0otZcX4fK3W,180,180,616,1.0,True
01558eef77a8d39b7103,Question_3MwAFlmNO8EKrpY5zjUd,320,176,640,0.6896551724137931,False
01558eef77a8d39b7103,Question_3oPyUzDmQtcMfLpGZ0jW,204,176,824,0.9567901234567902,False
01558eef77a8d39b7103,Question_4nHcauCQ0Y6Pm8DgKlLo,352,184,640,0.631578947368421,False
01558eef77a8d39b7103,Question_5fgqjSBwTPG7KUV3it6O,332,188,748,0.7428571428571429,False
01558eef77a8d39b7103,Question_62XbhBvJ8NUSnApgDL94,392,172,640,0.5299145299145299,False
01558eef77a8d39b7103,Question_6RQj2gF3OeK5AmDvThUV,384,188,696,0.6141732283464567,False
01558eef77a8d39b7103,Question_7NJzCXUPcvQF4Mkfh9Wr,356,180,896,0.7541899441340782,False
01558eef77a8d39b7103,Question_Az73sM0rHfWVKuc4X2kL,476,184,704,0.43846153846153846,False
01558eef77a8d39b7103,Question_BW0ItEaymH3TkD6S15JF,356,164,640,0.5966386554621849,False
01558eef77a8d39b7103,Question_EhVPdmlB31M8WKGqL0wc,400,180,860,0.6764705882352942,False
01558eef77a8d39b7103,Question_Ej5mBw9rsOUKkFycGvz2,468,184,748,0.49645390070921985,False
01558eef77a8d39b7103,Question_FNg8X9v5zcbB1tQrxHR3,412,180,896,0.6759776536312849,False
01558eef77a8d39b7103,Question_Jr4Wz5jLqmN01KUwHa7g,456,184,640,0.40350877192982454,False
01558eef77a8d39b7103,Question_Mh4CZIsrEfxkP1wXtOYV,204,168,640,0.923728813559322,False
01558eef77a8d39b7103,Question_NixCn84GdK2tySa5rB1V,384,184,712,0.6212121212121212,False
01558eef77a8d39b7103,Question_Ou3f2Wt9BqExm5DpN7Zk,356,184,640,0.6228070175438597,False
01558eef77a8d39b7103,Question_QRm48lXxzdP7Tn1WgNOf,328,180,728,0.7299270072992701,False
01558eef77a8d39b7103,Question_TmKaGvfNoXYq4FZ2JrBu,356,180,692,0.65625,False
01558eef77a8d39b7103,Question_UXqN1F7G3Sbldz02vZne,204,180,8160,0.9969924812030075,False
01558eef77a8d39b7103,Question_VgKw8PjY1FR6cm2QI9XW,332,164,640,0.6470588235294118,False
01558eef77a8d39b7103,Question_X3wF8QlTyi4mZkDp9Kae,356,184,768,0.7054794520547946,False
01558eef77a8d39b7103,Question_YWXHr4G6Cl7bEm9iF2kQ,360,180,640,0.6086956521739131,False
01558eef77a8d39b7103,Question_ZTbD7mxr2OUp8Fz6iNjy,384,172,640,0.5470085470085471,False
01558eef77a8d39b7103,Question_bumGRTJ0c8p4v5D6eHZa,356,180,4424,0.9585296889726673,False
01558eef77a8d39b7103,Question_fZrP3FJ4ebUogW9V7taS,200,160,592,0.9074074074074074,False
01558eef77a8d39b7103,Question_h7pXNg80nJbw1C4kAPRm,352,188,640,0.6371681415929203,False
01558eef77a8d39b7103,Question_hZ5wXofebmTlzKB1jNcP,328,180,640,0.6782608695652174,False
01558eef77a8d39b7103,Question_lU2wvHSZq7m43xiVroBc,356,184,740,0.6906474820143885,False
01558eef77a8d39b7103,Question_n2BTxIGw1Mc3Zo6RLdUe,200,164,708,0.9338235294117647,False
01558eef77a8d39b7103,Question_oCjnFLbIs4Uxwek9rBpu,464,180,1980,0.8422222222222222,False
01558eef77a8d39b7103,Question_pVKXjZn0BkSwYcsa7C31,468,180,756,0.5,False
01558eef77a8d39b7103,Question_q7OpB2zCMmW9wS8uNt3H,188,160,596,0.9357798165137615,False
01558eef77a8d39b7103,Question_rvB9mVE6Kbd8jAY4NwPx,208,160,640,0.9,False
01558eef77a8d39b7103,Question_s6VmP1G4UbEQWRYHK9Fd,328,180,640,0.6782608695652174,False
01558eef77a8d39b7103,Question_tgOjrpZLw4RdVzQx85h6,356,168,604,0.5688073394495413,False
01558eef77a8d39b7103,Question_x2Fy7rZ3SwYl9jMQkpOD,356,184,768,0.7054794520547946,False
01558eef77a8d39b7103,Question_x2L7AqbMuTjCwPFy6vNr,360,180,640,0.6086956521739131,False
01558eef77a8d39b7103,Question_xqlJkmRaP0otZcX4fK3W,332,180,616,0.6513761467889908,False
016226278e6a69e10aa4,Question_3MwAFlmNO8EKrpY5zjUd,188,176,640,0.9741379310344828,False
016226278e6a69e10aa4,Question_3oPyUzDmQtcMfLpGZ0jW,324,176,824,0.7716049382716049,False
016226278e6a69e10aa4,Question_4nHcauCQ0Y6Pm8DgKlLo,196,184,640,0.9736842105263158,False
016226278e6a69e10aa4,Question_5fgqjSBwTPG7KUV3it6O,640,188,748,0.19285714285714287,False
016226278e6a69e10aa4,Question_62XbhBvJ8NUSnApgDL94,340,172,640,0.6410256410256411,False
016226278e6a69e10aa4,Question_6RQj2gF3OeK5AmDvThUV,188,188,696,1.0,True
016226278e6a69e10aa4,Question_7NJzCXUPcvQF4Mkfh9Wr,340,180,896,0.776536312849162,False
016226278e6a69e10aa4,Question_Az73sM0rHfWVKuc4X2kL,336,184,704,0.7076923076923077,False
016226278e6a69e10aa4,Question_BW0ItEaymH3TkD6S15JF,184,164,640,0.957983193277311,False
016226278e6a69e10aa4,Question_EhVPdmlB31M8WKGqL0wc,332,180,860,0.7764705882352941,False
016226278e6a69e10aa4,Question_Ej5mBw9rsOUKkFycGvz2,320,184,748,0.7588652482269503,False
016226278e6a69e10aa4,Question_FNg8X9v5zcbB1tQrxHR3,204,180,896,0.9664804469273743,False
016226278e6a69e10aa4,Question_Jr4Wz5jLqmN01KUwHa7g,320,184,640,0.7017543859649122,False
016226278e6a69e10aa4,Question_Mh4CZIsrEfxkP1wXtOYV,324,168,640,0.6694915254237288,False
016226278e6a69e10aa4,Question_NixCn84GdK2tySa5rB1V,200,184,712,0.9696969696969697,False
016226278e6a69e10aa4,Question_Ou3f2Wt9BqExm5DpN7Zk,448,184,640,0.42105263157894735,False
016226278e6a69e10aa4,Question_QRm48lXxzdP7Tn1WgNOf,344,180,728,0.7007299270072993,False
016226278e6a69e10aa4,Question_TmKaGvfNoXYq4FZ2JrBu,320,180,692,0.7265625,False
016226278e6a69e10aa4,Question_UXqN1F7G3Sbldz02vZne,204,180,8160,0.9969924812030075,False
016226278e6a69e10aa4,Question_VgKw8PjY1FR6cm2QI9XW,188,164,640,0.9495798319327731,False
016226278e6a69e10aa4,Question_X3wF8QlTyi4mZkDp9Kae,308,184,768,0.7876712328767124,False
016226278e6a69e10aa4,Question_YWXHr4G6Cl7bEm9iF2kQ,192,180,640,0.9739130434782609,False
016226278e6a69e10aa4,Question_ZTbD7mxr2OUp8Fz6iNjy,196,172,640,0.9487179487179487,False
016226278e6a69e10aa4,Question_bumGRTJ0c8p4v5D6eHZa,328,180,4424,0.9651272384542884,False
016226278e6a69e10aa4,Question_fZrP3FJ4ebUogW9V7taS,188,160,592,0.9351851851851852,False
016226278e6a69e10aa4,Question_h7pXNg80nJbw1C4kAPRm,188,188,640,1.0,True
016226278e6a69e10aa4,Question_hZ5wXofebmTlzKB1jNcP,332,180,640,0.6695652173913044,False
016226278e6a69e10aa4,Question_lU2wvHSZq7m43xiVroBc,336,184,740,0.7266187050359713,False
016226278e6a69e10aa4,Question_n2BTxIGw1Mc3Zo6RLdUe,192,164,708,0.9485294117647058,False
